Rank,Player,Expert
1,Mike Trout CF | LAA  $48 ,1
49,Cole Hamels SP | TEX  $23 ,1
50,Jonathan Villar SS | MIL  $23 ,1
51,Rougned Odor 2B | TEX  $23 ,1
52,Wil Myers 1B | SD  $23 ,1
53,Alex Bregman 3B | HOU  $23 ,1
54,Adrian Beltre 3B | TEX  $23 ,1
55,Jonathan Lucroy C | TEX  $23 ,1
56,Andrew McCutchen CF | PIT  $22 ,1
57,Gary Sanchez C | NYY  $22 ,1
58,Rick Porcello SP | BOS  $22 ,1
59,Kyle Hendricks SP | CHC  $22 ,1
60,Trevor Story SS | COL  $22 ,1
61,Jose Abreu 1B | CHW  $21 ,1
62,Zack Greinke SP | ARI  $21 ,1
63,Yoenis Cespedes LF | NYM  $21 ,1
64,Starling Marte LF | PIT  $21 ,1
65,Dallas Keuchel SP | HOU  $21 ,1
66,Danny Duffy SP | KC  $21 ,1
67,Carlos Gonzalez RF | COL  $21 ,1
68,* Aledmys Diaz SS | STL  $21 ,1
69,Gregory Polanco RF | PIT  $21 ,1
70,Jose Quintana SP | CHW  $21 ,1
71,Masahiro Tanaka SP | NYY  $21 ,1
72,Christian Yelich LF | MIA  $21 ,1
73,Chris Davis 1B | BAL  $19 ,1
74,Carlos Santana DH | CLE  $18 ,1
75,Kenley Jansen RP | LAD  $17 ,1
76,Jose Bautista RF | TOR  $17 ,1
77,Mark Trumbo RF | BAL  $17 ,1
78,Ian Kinsler 2B | DET  $17 ,1
79,Hanley Ramirez 1B | BOS  $17 ,1
80,Julio Teheran SP | ATL  $17 ,1
81,Aroldis Chapman RP | NYY  $17 ,1
82,Zach Britton RP | BAL  $16 ,1
83,Carlos Martinez SP | STL  $16 ,1
84,Adam Jones CF | BAL  $16 ,1
85,* Evan Gattis DH | HOU  $16 ,1
86,DJ LeMahieu 2B | COL  $15 ,1
87,Gerrit Cole SP | PIT  $15 ,1
88,Aaron Sanchez SP | TOR  $15 ,1
89,Todd Frazier 3B | CHW  $15 ,1
90,Evan Longoria 3B | TB  $15 ,1
91,Rich Hill SP | LAD  $14 ,1
92,Kenta Maeda SP | LAD  $14 ,1
93,* James Paxton SP | SEA  $14 ,1
94,Danny Salazar SP | CLE  $14 ,1
95,J.D. Martinez RF | DET  $14 ,1
96,Marcus Stroman SP | TOR  $14 ,1
97,Michael Fulmer SP | DET  $13 ,1
98,Matt Kemp RF | ATL  $13 ,1
99,Justin Turner 3B | LAD  $13 ,1
100,Khris Davis LF | OAK  $13 ,1
101,Anthony Rendon 3B | WAS  $13 ,1
102,Dustin Pedroia 2B | BOS  $13 ,1
103,Ben Zobrist 2B | CHC  $13 ,1
104,Jose Ramirez 3B | CLE  $13 ,1
105,* Kyle Schwarber LF | CHC  $13 ,1
106,Ian Desmond CF | COL  $13 ,1
107,Dee Gordon 2B | MIA  $13 ,1
108,* Michael Brantley LF | CLE  $12 ,1
109,Jackie Bradley CF | BOS  $12 ,1
110,Stephen Piscotty RF | STL  $12 ,1
111,Justin Upton LF | DET  $12 ,1
112,* Addison Russell SS | CHC  $11 ,1
113,Steven Matz SP | NYM  $10 ,1
114,* Willson Contreras C | CHC  $10 ,1
115,John Lackey SP | CHC  $10 ,1
116,Felix Hernandez SP | SEA  $10 ,1
117,Troy Tulowitzki SS | TOR  $9 ,1
118,Eduardo Nunez 3B | SF  $9 ,1
119,Aaron Nola SP | PHI  $9 ,1
120,Mark Melancon RP | SF  $9 ,1
121,Lorenzo Cain CF | KC  $8 ,1
122,Craig Kimbrel RP | BOS  $8 ,1
123,* Sean Manaea SP | OAK  $8 ,1
124,Wade Davis RP | CHC  $8 ,1
125,Seung-Hwan Oh RP | STL  $8 ,1
126,* David Dahl LF | COL  $8 ,1
127,Carlos Rodon SP | CHW  $8 ,1
128,Dylan Bundy RP | BAL  $8 ,1
129,Jon Gray SP | COL  $8 ,1
130,Lance McCullers SP | HOU  $8 ,1
131,Matt Harvey SP | NYM  $7 ,1
132,* Robbie Ray SP | ARI  $7 ,1
133,J.A. Happ SP | TOR  $7 ,1
134,Tanner Roark SP | WAS  $7 ,1
135,Eric Hosmer 1B | KC  $7 ,1
136,* Miguel Sano 3B | MIN  $7 ,1
137,Maikel Franco 3B | PHI  $7 ,1
138,* Edwin Diaz RP | SEA  $6 ,1
139,Roberto Osuna RP | TOR  $6 ,1
140,Alex Colome RP | TB  $6 ,1
141,* Kelvin Herrera RP | KC  $6 ,1
142,* Ken Giles RP | HOU  $6 ,1
143,Jeurys Familia RP | NYM  $6 ,1
144,Cody Allen RP | CLE  $6 ,1
145,Albert Pujols DH | LAA  $6 ,1
146,* Billy Hamilton CF | CIN  $6 ,1
147,Adam Eaton RF | WAS  $5 ,1
148,Dexter Fowler CF | STL  $5 ,1
149,* Andrew Benintendi LF | BOS  $5 ,1
150,Kevin Gausman SP | BAL  $5 ,1
151,Matt Moore SP | SF  $5 ,1
152,Jay Bruce RF | NYM  $5 ,1
153,Kole Calhoun RF | LAA  $4 ,1
154,Marco Estrada SP | TOR  $3 ,1
155,Taijuan Walker SP | ARI  $3 ,1
156,* Vince Velasquez SP | PHI  $3 ,1
157,Jeff Samardzija SP | SF  $3 ,1
158,Jameson Taillon SP | PIT  $3 ,1
159,* Russell Martin C | TOR  $3 ,1
160,David Robertson RP | CHW  $3 ,1
161,Salvador Perez C | KC  $3 ,1
162,* Julio Urias SP | LAD  $3 ,1
163,* A.J. Ramos RP | MIA  $3 ,1
164,Francisco Rodriguez RP | DET  $3 ,1
165,Yasmani Grandal C | LAD  $3 ,1
166,* Jose Peraza SS | CIN  $3 ,1
167,Matt Shoemaker SP | LAA  $3 ,1
168,J.T. Realmuto C | MIA  $3 ,1
169,* Kendrys Morales DH | TOR  $3 ,1
170,* Victor Martinez DH | DET  $3 ,1
171,Brian McCann C | HOU  $3 ,1
172,* Mike Napoli 1B | TEX  $3 ,1
173,Adrian Gonzalez 1B | LAD  $3 ,1
174,Ian Kennedy SP | KC  $3 ,1
175,* Cam Bedrosian RP | LAA  $2 ,1
176,Jake Lamb 3B | ARI  $2 ,1
177,* Jim Johnson RP | ATL  $2 ,1
178,* Sam Dyson RP | TEX  $2 ,1
179,Tony Watson RP | PIT  $2 ,1
180,Joe Ross SP | WAS  $2 ,1
181,* Dansby Swanson SS | ATL  $2 ,1
182,* Byron Buxton CF | MIN  $2 ,1
183,* Robert Gsellman SP | NYM  $2 ,1
184,Brandon Belt 1B | SF  $1 ,1
185,* Lance Lynn SP | STL  $1 ,1
186,Michael Pineda SP | NYY  $1 ,1
187,* Blake Snell SP | TB  $1 ,1
188,* Garrett Richards SP | LAA  $1 ,1
189,* Eduardo Rodriguez SP | BOS  $1 ,1
190,Jake Odorizzi SP | TB  $1 ,1
191,* Joc Pederson CF | LAD  $1 ,1
192,Odubel Herrera CF | PHI  $1 ,1
193,* Yasiel Puig RF | LAD  $1 ,1
194,* Greg Bird 1B | NYY  $1 ,1
195,Logan Forsythe 2B | LAD  $1 ,1
196,Jason Kipnis 2B | CLE  $1 ,1
197,Adam Duvall LF | CIN  $1 ,1
198,Carlos Beltran DH | HOU  $1 ,1
199,* Greg Holland RP | COL  $1 ,1
200,Hunter Pence RF | SF  $1 ,1
201,Francisco Liriano SP | TOR  $1 ,1
202,Yadier Molina C | STL  $1 ,1
203,* Kevin Kiermaier CF | TB  $1 ,1
204,* Keon Broxton CF | MIL  $1 ,1
205,Steven Wright SP | BOS  $1 ,1
206,Jerad Eickhoff SP | PHI  $1 ,1
207,* Michael Wacha SP | STL  $1 ,1
208,Andrew Miller RP | CLE  $1 ,1
209,* Patrick Corbin SP | ARI  $1 ,1
210,* Alex Cobb SP | TB  $1 ,1
211,Sonny Gray SP | OAK  $1 ,1
212,* Mitch Haniger CF | SEA  $1 ,1
213,Adam Wainwright SP | STL  $1 ,1
214,Jordan Zimmermann SP | DET  $1 ,1
215,Ivan Nova SP | PIT  $1 ,1
216,Ervin Santana SP | MIN  $1 ,1
217,Drew Pomeranz SP | BOS  $1 ,1
218,* Nomar Mazara RF | TEX  $1 ,1
219,Melky Cabrera LF | CHW  $1 ,1
220,Brandon Finnegan SP | CIN  $1 ,1
221,Collin McHugh SP | HOU  $1 ,1
222,Jason Hammel SP | KC  $1 ,1
223,Carlos Gomez CF | TEX  $1 ,1
224,* Yangervis Solarte 3B | SD  $1 ,1
225,* Elvis Andrus SS | TEX  $1 ,1
226,Joe Panik 2B | SF  $1 ,1
227,* Ryon Healy 3B | OAK  $1 ,1
228,* Devon Travis 2B | TOR  $1 ,1
229,* Hunter Renfroe RF | SD  $1 ,1
230,Shin-Soo Choo RF | TEX  $1 ,1
231,* Joe Musgrove SP | HOU  $1 ,1
232,Brad Miller SS | TB  $1 ,1
233,* Tyler Skaggs SP | LAA  $1 ,1
234,* Andrew Triggs RP | OAK  $1 ,1
235,* Jason Heyward RF | CHC  $1 ,1
236,Jose Reyes 3B | NYM  $1 ,1
237,* Brandon Drury LF | ARI  $1 ,1
238,* Yoan Moncada 3B | CHW  $1 ,1
239,Dellin Betances RP | NYY  $1 ,1
240,* Josh Bell 1B | PIT  $1 ,1
241,* Orlando Arcia SS | MIL  $1 ,1
242,Trevor Bauer SP | CLE  $1 ,1
243,* Zach Davies SP | MIL  $1 ,1
244,* Stephen Vogt C | OAK  $1 ,1
245,* Jeremy Hellickson SP | PHI  $1 ,1
246,* Asdrubal Cabrera SS | NYM  $1 ,1
247,Hisashi Iwakuma SP | SEA  $1 ,1
248,* Ender Inciarte CF | ATL  $1 ,1
249,* Neftali Feliz RP | MIL  $1 ,1
250,Curtis Granderson RF | NYM  $1 ,1
251,* Yasmany Tomas RF | ARI  $1 ,1
252,* Brandon Maurer RP | SD  $1 ,1
253,* Jonathan Schoop 2B | BAL  ,1
254,* Mike Foltynewicz SP | ATL  ,1
255,* Drew Smyly SP | SEA  ,1
256,Raisel Iglesias RP | CIN  ,1
257,Neil Walker 2B | NYM  ,1
258,* Shawn Kelley RP | WAS  ,1
259,* Addison Reed RP | NYM  ,1
260,Marcell Ozuna CF | MIA  ,1
261,Marcus Semien SS | OAK  ,1
262,* Mike Moustakas 3B | KC  ,1
263,Nick Castellanos 3B | DET  ,1
264,* Jung Ho Kang 3B | PIT  ,1
265,Brandon Crawford SS | SF  ,1
266,* C.J. Cron 1B | LAA  ,1
267,* Carter Capps RP | SD  ,1
268,Daniel Norris SP | DET ,1
269,Adam Conley SP | MIA  ,1
270,* Jharel Cotton SP | OAK  ,1
271,Gio Gonzalez SP | WAS  ,1
272,Chris Tillman SP | BAL  ,1
273,* Tyler Glasnow SP | PIT  ,1
274,* Shelby Miller SP | ARI  ,1
275,Matt Wieters C | WAS  ,1
276,* Junior Guerra SP | MIL  ,1
277,* Mike Montgomery RP | CHC  ,1
278,* Travis d'Arnaud C | NYM  ,1
279,* Yuli Gurriel 3B | HOU  ,1
280,Ryan Zimmerman 1B | WAS  ,1
281,* Martin Prado 3B | MIA  ,1
282,* Brandon Phillips 2B | ATL  ,1
283,* Fernando Rodney RP | ARI  ,1
284,* Eric Thames LF | MIL  ,1
285,Matt Holliday LF | NYY  ,1
286,Max Kepler RF | MIN  ,1
287,* Jorge Soler LF | KC  ,1
288,* Randal Grichuk CF | STL  ,1
289,Josh Reddick RF | HOU  ,1
290,* Cameron Rupp C | PHI  ,1
291,Starlin Castro 2B | NYY  ,1
292,* Alex Gordon LF | KC  ,1
293,Brett Gardner LF | NYY  ,1
294,* Javier Baez 3B | CHC  ,1
295,* Manuel Margot CF | SD  ,1
296,* Nick Markakis RF | ATL  ,1
297,Jayson Werth LF | WAS  ,1
298,* Tommy Joseph 1B | PHI  ,1
299,* Travis Shaw 3B | MIL  ,1
300,* Rajai Davis CF | OAK,1
1,Mike Trout CF | LAA  $45 ,2
2,Jose Altuve 2B | HOU  $45 ,2
3,Mookie Betts RF | BOS  $44 ,2
4,Nolan Arenado 3B | COL  $43 ,2
5,Kris Bryant 3B | CHC  $43 ,2
6,Josh Donaldson 3B | TOR  $43 ,2
7,Manny Machado 3B | BAL  $42 ,2
8,Anthony Rizzo 1B | CHC  $39 ,2
9,Paul Goldschmidt 1B | ARI  $39 ,2
10,Clayton Kershaw SP | LAD  $36 ,2
11,Bryce Harper RF | WAS  $35 ,2
12,Joey Votto 1B | CIN  $35 ,2
13,Charlie Blackmon CF | COL  $35 ,2
14,Carlos Correa SS | HOU  $36 ,2
15,Max Scherzer SP | WAS  $29 ,2
16,Madison Bumgarner SP | SF  $33 ,2
17,Chris Sale SP | BOS  $29 ,2
18,Corey Seager SS | LAD  $36 ,2
19,Miguel Cabrera 1B | DET  $35 ,2
20,Edwin Encarnacion DH | CLE  $28 ,2
21,Jake Arrieta SP | CHC  $27 ,2
22,Corey Kluber SP | CLE  $27 ,2
23,Daniel Murphy 2B | WAS  $28 ,2
24,A.J. Pollock CF | ARI  $26 ,2
25,Noah Syndergaard SP | NYM  $25 ,2
26,* Trea Turner CF | WAS  $25 ,2
27,George Springer RF | HOU  $26 ,2
28,Xander Bogaerts SS | BOS  $23 ,2
29,Francisco Lindor SS | CLE  $23 ,2
30,Johnny Cueto SP | SF  $23 ,2
31,Jon Lester SP | CHC  $23 ,2
32,Nelson Cruz DH | SEA  $21 ,2
33,Ryan Braun LF | MIL  $25 ,2
34,Starling Marte LF | PIT  $25 ,2
35,Justin Verlander SP | DET  $19 ,2
36,Jacob deGrom SP | NYM  $17 ,2
37,Andrew McCutchen CF | PIT  $21 ,2
38,Yu Darvish SP | TEX  $19 ,2
39,Cole Hamels SP | TEX  $17 ,2
40,Matt Carpenter 3B | STL  $25 ,2
41,Freddie Freeman 1B | ATL  $17 ,2
42,Brian Dozier 2B | MIN  $21 ,2
43,Stephen Strasburg SP | WAS  $17 ,2
44,Chris Archer SP | TB  $17 ,2
45,Giancarlo Stanton RF | MIA  $21 ,2
46,Buster Posey C | SF  $22 ,2
47,Jonathan Lucroy C | TEX  $21 ,2
48,Carlos Gonzalez RF | COL  $17 ,2
49,Yoenis Cespedes LF | NYM  $20 ,2
50,Carlos Martinez SP | STL  $17 ,2
51,Carlos Carrasco SP | CLE  $17 ,2
52,David Price SP | BOS  $25 ,2
53,Gerrit Cole SP | PIT  $16 ,2
54,Jose Bautista RF | TOR  $16 ,2
55,Christian Yelich LF | MIA  $16 ,2
56,Gregory Polanco RF | PIT  $16 ,2
57,Robinson Cano 2B | SEA  $16 ,2
58,Anthony Rendon 3B | WAS  $16 ,2
59,Kyle Seager 3B | SEA  $16 ,2
60,Carlos Santana DH | CLE  $16 ,2
61,Chris Davis 1B | BAL  $16 ,2
62,Danny Duffy SP | KC  $15 ,2
63,Gary Sanchez C | NYY  $16 ,2
64,Danny Salazar SP | CLE  $16 ,2
65,Stephen Piscotty RF | STL  $16 ,2
66,Masahiro Tanaka SP | NYY  $16 ,2
67,Jose Quintana SP | CHW  $16 ,2
68,Wil Myers 1B | SD  $16 ,2
69,Kenta Maeda SP | LAD  $15 ,2
70,Mark Trumbo RF | BAL  $15 ,2
71,* Aledmys Diaz SS | STL  $15 ,2
72,Trevor Story SS | COL  $15 ,2
73,Zack Greinke SP | ARI  $17 ,2
74,Adam Jones CF | BAL  $16 ,2
75,Jose Abreu 1B | CHW  $15 ,2
76,Jackie Bradley CF | BOS  $16 ,2
77,* Kyle Schwarber LF | CHC  $16 ,2
78,Dexter Fowler CF | STL  $15 ,2
79,Justin Upton LF | DET  $15 ,2
80,Matt Kemp RF | ATL  $15 ,2
81,Lorenzo Cain CF | KC  $15 ,2
82,Felix Hernandez SP | SEA  $15 ,2
83,Julio Teheran SP | ATL  $15 ,2
84,Aaron Nola SP | PHI  $15 ,2
85,Wade Davis RP | CHC  $15 ,2
86,Aroldis Chapman RP | NYY  $14 ,2
87,Kenley Jansen RP | LAD  $14 ,2
88,Zach Britton RP | BAL  $14 ,2
89,* Andrew Benintendi LF | BOS  $12 ,2
90,DJ LeMahieu 2B | COL  $14 ,2
91,Ben Zobrist 2B | CHC  $12 ,2
92,Rougned Odor 2B | TEX  $14 ,2
93,Alex Bregman 3B | HOU  $13 ,2
94,Kyle Hendricks SP | CHC  $12 ,2
95,* Kendrys Morales DH | TOR  $12 ,2
96,Hanley Ramirez 1B | BOS  $12 ,2
97,* Willson Contreras C | CHC  $12 ,2
98,Lance McCullers SP | HOU  $12 ,2
99,Marcus Stroman SP | TOR  $11 ,2
100,Rick Porcello SP | BOS  $12 ,2
101,Steven Matz SP | NYM  $12 ,2
102,* James Paxton SP | SEA  $11 ,2
103,Carlos Rodon SP | CHW  $12 ,2
104,Odubel Herrera CF | PHI  $11 ,2
105,* Michael Brantley LF | CLE  $2 ,2
106,Jon Gray SP | COL  $12 ,2
107,Justin Turner 3B | LAD  $12 ,2
108,Craig Kimbrel RP | BOS  $12 ,2
109,Dee Gordon 2B | MIA  $11 ,2
110,Rich Hill SP | LAD  $11 ,2
111,Adrian Beltre 3B | TEX  $11 ,2
112,Ian Desmond CF | COL  $21 ,2
113,J.D. Martinez RF | DET  $21 ,2
114,Khris Davis LF | OAK  $11 ,2
115,Roberto Osuna RP | TOR  $11 ,2
116,Adam Eaton RF | WAS  $12 ,2
117,* Vince Velasquez SP | PHI  $11 ,2
118,Seung-Hwan Oh RP | STL  $11 ,2
119,* Edwin Diaz RP | SEA  $11 ,2
120,* Kelvin Herrera RP | KC  $11 ,2
121,Tanner Roark SP | WAS  $11 ,2
122,Dallas Keuchel SP | HOU  $11 ,2
123,Hunter Pence RF | SF  $11 ,2
124,Brandon Crawford SS | SF  $11 ,2
125,Jonathan Villar SS | MIL  $11 ,2
126,Jean Segura 2B | SEA  $11 ,2
127,Salvador Perez C | KC  $13 ,2
128,* Evan Gattis DH | HOU  $12 ,2
129,Ian Kinsler 2B | DET  $11 ,2
130,Jose Ramirez 3B | CLE  $8 ,2
131,Marcell Ozuna CF | MIA  $11 ,2
132,Eric Hosmer 1B | KC  $11 ,2
133,Evan Longoria 3B | TB  $11 ,2
134,Mark Melancon RP | SF  $11 ,2
135,Maikel Franco 3B | PHI  $11 ,2
136,Todd Frazier 3B | CHW  $11 ,2
137,* Addison Russell SS | CHC  $11 ,2
138,Michael Fulmer SP | DET  $9 ,2
139,Aaron Sanchez SP | TOR  $11 ,2
140,Taijuan Walker SP | ARI  $10 ,2
141,* Yangervis Solarte 3B | SD  $11 ,2
142,* Ken Giles RP | HOU  $10 ,2
143,Cody Allen RP | CLE  $9 ,2
144,Matt Harvey SP | NYM  $11 ,2
145,Troy Tulowitzki SS | TOR  $11 ,2
146,* Blake Snell SP | TB  $11 ,2
147,Dylan Bundy RP | BAL  $9 ,2
148,John Lackey SP | CHC  $9 ,2
149,* Sean Manaea SP | OAK  $9 ,2
150,* Robbie Ray SP | ARI  $9 ,2
151,Albert Pujols DH | LAA  $11 ,2
152,Jameson Taillon SP | PIT  $8 ,2
153,* Mike Napoli 1B | TEX  $9 ,2
154,* Victor Martinez DH | DET  $8 ,2
155,Matt Shoemaker SP | LAA  $8 ,2
156,* Jason Heyward RF | CHC  $8 ,2
157,* Miguel Sano 3B | MIN  $8 ,2
158,* Lance Lynn SP | STL  $8 ,2
159,Jake Lamb 3B | ARI  $11 ,2
160,Kevin Gausman SP | BAL  $8 ,2
161,Dustin Pedroia 2B | BOS  $8 ,2
162,Jerad Eickhoff SP | PHI  $8 ,2
163,Joe Ross SP | WAS  $8 ,2
164,* Billy Hamilton CF | CIN  $8 ,2
165,Yasmani Grandal C | LAD  $8 ,2
166,Brandon Belt 1B | SF  $8 ,2
167,J.A. Happ SP | TOR  $8 ,2
168,Joe Panik 2B | SF  $8 ,2
169,* Welington Castillo C | BAL  $8 ,2
170,Josh Reddick RF | HOU  $8 ,2
171,* Nomar Mazara RF | TEX  $8 ,2
172,Ian Kennedy SP | KC  $5 ,2
173,Michael Pineda SP | NYY  $8 ,2
174,Jason Hammel SP | KC  $7 ,2
175,Marco Estrada SP | TOR  $8 ,2
176,J.T. Realmuto C | MIA  $5 ,2
177,* Elvis Andrus SS | TEX  $5 ,2
178,Gio Gonzalez SP | WAS  $8 ,2
179,Drew Pomeranz SP | BOS  $9 ,2
180,* Julio Urias SP | LAD  $8 ,2
181,Jeff Samardzija SP | SF  $2 ,2
182,Jordan Zimmermann SP | DET  $4 ,2
183,Ervin Santana SP | MIN  $1 ,2
184,Adam Wainwright SP | STL  $8 ,2
185,Trevor Bauer SP | CLE  $8 ,2
186,Hisashi Iwakuma SP | SEA  $6 ,2
187,Jake Odorizzi SP | TB  $6 ,2
188,Collin McHugh SP | HOU  $5 ,2
189,* Drew Smyly SP | SEA  $5 ,2
190,* Cameron Rupp C | PHI  $3 ,2
191,* Russell Martin C | TOR  $2 ,2
192,Matt Wieters C | WAS  $4 ,2
193,Yadier Molina C | STL  $3 ,2
194,* Devon Travis 2B | TOR  $2 ,2
195,* Randal Grichuk CF | STL  $2 ,2
196,Jason Kipnis 2B | CLE  $8 ,2
197,Shin-Soo Choo RF | TEX  $2 ,2
198,* Alex Gordon LF | KC  $2 ,2
199,Kole Calhoun RF | LAA  $2 ,2
200,Adam Duvall LF | CIN  $2 ,2
201,* Dansby Swanson SS | ATL  $1 ,2
202,* Tim Anderson SS | CHW  $1 ,2
203,* Jose Peraza SS | CIN  $1 ,2
204,Eduardo Nunez 3B | SF  $1 ,2
205,Jose Reyes 3B | NYM  $1 ,2
206,* Travis Shaw 3B | MIL  $1 ,2
207,* Tommy Joseph 1B | PHI  $1 ,2
208,* Greg Bird 1B | NYY  ,2
209,Adrian Gonzalez 1B | LAD  $8 ,2
210,Neil Walker 2B | NYM  $2 ,2
211,* Yasmany Tomas RF | ARI  $11 ,2
212,* Denard Span CF | SF  $2 ,2
213,Jay Bruce RF | NYM  $2 ,2
214,* Tony Wolters C | COL  ,2
215,* Stephen Vogt C | OAK  $2 ,2
216,Brian McCann C | HOU  $2 ,2
217,Melky Cabrera LF | CHW  $2 ,2
218,David Robertson RP | CHW  $2 ,2
219,Alex Colome RP | TB  $2 ,2
220,Jeurys Familia RP | NYM  $2 ,2
221,* A.J. Ramos RP | MIA  $2 ,2
222,Francisco Rodriguez RP | DET  $2 ,2
223,* Sam Dyson RP | TEX  $1 ,2
224,Tony Watson RP | PIT  $1 ,2
225,Andrew Miller RP | CLE  $1 ,2
226,* Joc Pederson CF | LAD  $1 ,2
227,* Keon Broxton CF | MIL  ,2
228,* David Dahl LF | COL  $1 ,2
229,Carlos Gomez CF | TEX  $1 ,2
230,* Jharel Cotton SP | OAK  $1 ,2
231,* Yasiel Puig RF | LAD  $1 ,2
232,* Ender Inciarte CF | ATL  $2 ,2
233,Carlos Beltran DH | HOU  $1 ,2
234,* Jose Berrios SP | MIN  $1 ,2
235,* Jim Johnson RP | ATL  $1 ,2
236,* Jonathan Schoop 2B | BAL  $1 ,2
237,* Fernando Rodney RP | ARI  $1 ,2
238,* Cam Bedrosian RP | LAA  $1 ,2
239,Logan Forsythe 2B | LAD  $1 ,2
240,* Cesar Hernandez 2B | PHI  $1 ,2
241,* Kevin Kiermaier CF | TB  $1 ,2
242,* Jorge Soler LF | KC  $1 ,2
243,* Domingo Santana RF | MIL  $1 ,2
244,Matt Holliday LF | NYY  $1 ,2
245,* Hernan Perez 3B | MIL  $1 ,2
246,* Ryon Healy 3B | OAK  $1 ,2
247,Sonny Gray SP | OAK  $8 ,2
248,* Mike Leake SP | STL  ,2
249,* Robert Gsellman SP | NYM  ,2
250,Matt Moore SP | SF  ,2
251,* Michael Wacha SP | STL  ,2
252,* Javier Baez 3B | CHC  ,2
253,* Steven Souza RF | TB  $1 ,2
254,* Jung Ho Kang 3B | PIT  ,2
255,Starlin Castro 2B | NYY  ,2
256,* Josh Harrison 2B | PIT  ,2
257,* Ryan Schimpf 2B | SD  ,2
258,Raisel Iglesias RP | CIN  ,2
259,Dellin Betances RP | NYY  ,2
260,* Mike Moustakas 3B | KC  ,2
261,Nick Castellanos 3B | DET  ,2
262,* Yoan Moncada 3B | CHW  ,2
263,* Travis d'Arnaud C | NYM  ,2
264,* Brandon Phillips 2B | ATL  ,2
265,* Byron Buxton CF | MIN  ,2
266,Brad Miller SS | TB  ,2
267,* Josh Bell 1B | PIT  ,2
268,* C.J. Cron 1B | LAA  ,2
269,* Mitch Moreland 1B | BOS  ,2
270,* Michael Conforto LF | NYM  ,2
271,* Gerardo Parra LF | COL  ,2
272,* Hunter Renfroe RF | SD  ,2
273,* David Peralta RF | ARI  ,2
274,* Mitch Haniger CF | SEA  ,2
275,Jacoby Ellsbury CF | NYY  ,2
276,Brett Gardner LF | NYY  ,2
277,* Eric Thames LF | MIL  ,2
278,* Tyler Naquin CF | CLE  ,2
279,Michael Saunders LF | PHI  ,2
280,* Jarrod Dyson CF | SEA  ,2
281,Curtis Granderson RF | NYM  ,2
282,Corey Dickerson LF | TB  ,2
283,* Yuli Gurriel 3B | HOU  ,2
284,* Brandon Drury LF | ARI  ,2
285,* Junior Guerra SP | MIL  $1 ,2
286,* Alex Cobb SP | TB  ,2
287,Brandon Finnegan SP | CIN  ,2
288,* Austin Hedges C | SD  ,2
289,Max Kepler RF | MIN  ,2
290,* Garrett Richards SP | LAA  $2 ,2
291,* Tyler Glasnow SP | PIT  $2 ,2
292,Adam Conley SP | MIA  $2 ,2
293,* Joe Musgrove SP | HOU  ,2
294,* Lucas Giolito SP | CHW  $1 ,2
295,* Jose De Leon SP | TB  $2 ,2
296,* Scott Schebler RF | CIN  ,2
297,* Brandon Moss LF | KC  ,2
